order_id,user_id,order_date,category,amount,city
103785,20,2023-04-17,Electronics,1614.13,武汉
101140,306,2023-04-29,Clothing,1377.88,成都
103432,56,2023-06-06,Books,509.82,杭州
101022,441,2023-06-16,Books,939.72,杭州
104742,459,2023-12-10,Electronics,1596.69,武汉
103002,57,2023-12-09,Clothing,1923.53,成都
100323,213,2023-01-28,Books,1008.99,深圳
102774,139,2023-04-30,Clothing,1546.97,北京
104358,30,2023-04-23,Books,850.27,北京
103288,48,2023-11-12,Books,558.76,深圳
102073,332,2023-05-25,Electronics,627.22,广州
103163,130,2023-10-27,Electronics,1399.45,西安
100485,469,2023-05-05,Clothing,799.3,深圳
103022,361,2023-03-13,Clothing,1836.82,上海
100791,184,2023-04-07,Clothing,1896.69,武汉
102507,263,2023-01-12,Food,555.36,深圳
101972,122,2023-01-19,Clothing,291.92,深圳
104078,371,2023-01-03,Food,1135.43,武汉
100968,181,2023-12-09,Books,,深圳
100137,316,2023-10-03,Books,935.1,杭州
100471,122,2023-06-04,Clothing,1971.53,深圳
104572,387,2023-02-12,Clothing,1909.16,北京
102023,393,2023-12-17,Clothing,113.56,成都
101284,269,2023-02-23,Books,709.52,杭州
104211,50,2023-03-11,Electronics,307.85,上海
101333,317,2023-07-05,Clothing,933.79,深圳
102211,463,2023-04-02,Electronics,243.24,成都
102548,272,2023-02-10,Clothing,1911.17,杭州
102754,464,2023-08-17,Clothing,376.44,西安
104470,464,2023-05-28,Clothing,1304.6,武汉
103250,119,2023-02-17,Electronics,1149.49,广州
102453,304,2023-10-31,Food,1351.08,西安
101935,383,2023-12-07,Electronics,1201.77,杭州
104492,100,2023-03-06,Books,49.75,上海
100329,281,2023-11-08,Books,231.26,杭州
100399,186,2023-10-11,Food,156.33,西安
103415,440,2023-11-22,Clothing,421.5,成都
100828,41,2023-08-24,Books,1604.51,西安
100009,425,2023-11-18,Food,1158.93,上海
100595,112,2023-08-08,Clothing,994.48,成都
101884,324,2023-12-28,Electronics,1397.97,广州
103007,359,2023-06-06,Food,903.37,武汉
100111,71,2023-03-19,Clothing,772.24,广州
103661,370,2023-09-05,Clothing,1828.77,成都
104652,8,2023-01-19,Books,1950.18,上海
101351,303,2023-08-31,Books,565.55,武汉
101930,434,2023-07-18,Books,646.09,成都
101083,478,2023-06-30,Food,1104.66,成都
102788,91,2023-10-17,Electronics,264.62,广州
104617,49,2023-01-30,Clothing,541.32,北京
103653,352,2023-08-22,Electronics,70.96,上海
103731,342,2023-11-02,Books,1521.89,西安
103516,437,2023-05-30,Clothing,417.23,深圳
103968,401,2023-11-11,Electronics,734.53,成都
100122,143,2023-08-04,Food,1671.47,西安
102344,473,2023-07-21,Electronics,1833.16,西安
103769,282,2023-06-17,Food,780.86,广州
100404,412,2023-08-31,Books,306.39,广州
104674,108,2023-06-02,Books,1628.45,深圳
102149,260,2023-08-19,Food,1756.04,北京
101078,52,2023-04-29,Books,387.03,深圳
104557,201,2023-08-01,Clothing,149.46,成都
104219,104,2023-03-01,Electronics,1263.63,武汉
103279,159,2023-09-17,Clothing,32.0,上海
103275,486,2023-03-16,Electronics,597.88,北京
104631,219,2023-07-29,Electronics,117.03,广州
104282,170,2023-07-25,Electronics,438.9,北京
100417,313,2023-09-05,Clothing,1915.1,杭州
102877,440,2023-11-10,Books,1677.48,武汉
101509,121,2023-02-27,Electronics,1048.7,杭州
101182,267,2023-11-20,Books,990.08,广州
102398,31,2023-05-23,Books,995.76,武汉
100694,361,2023-12-06,Books,1176.17,成都
100312,306,2023-07-12,Clothing,332.87,广州
101261,216,2023-06-30,Food,585.52,北京
103264,456,2023-09-26,Books,1924.59,成都
104595,87,2023-02-03,Clothing,406.61,西安
102833,128,2023-06-29,Electronics,460.35,杭州
102001,311,2023-08-18,Clothing,1352.3,深圳
101982,186,2023-06-20,Food,301.2,深圳
101232,402,2023-08-11,Food,1093.61,深圳
100743,69,2023-06-03,Books,1550.32,成都
104224,145,2023-10-16,Books,1601.09,杭州
104824,425,2023-10-22,Clothing,1923.67,深圳
101461,76,2023-08-21,Electronics,253.16,西安
102819,282,2023-12-31,Food,261.34,成都
102596,304,2023-01-15,Clothing,1029.29,杭州
103415,440,2023-11-22,Clothing,421.5,成都
100426,125,2023-01-26,Clothing,1279.51,北京
101731,431,2023-05-09,Clothing,224.6,
104582,88,2023-08-09,Books,1986.8,杭州
103359,87,2023-12-03,Food,1346.9,武汉
103380,254,2023-10-11,Food,248.31,北京
104521,304,2023-06-12,Clothing,1853.86,武汉
100730,22,2023-08-05,Electronics,1976.68,武汉
104989,333,2023-07-09,Books,1072.56,北京
102210,325,2023-08-19,Clothing,367.81,北京
101369,123,2023-10-04,Electronics,1301.59,深圳
101773,86,2023-09-18,Books,1505.1,成都
102846,215,2023-12-08,Food,1966.34,上海
103219,474,2023-12-18,Books,417.74,北京
100372,65,2023-06-12,Electronics,905.45,成都
100236,112,2023-08-16,Books,,成都
103345,233,2023-10-30,Food,,西安
101322,165,2023-04-20,Electronics,1190.24,成都
101005,177,2023-01-11,Books,251.26,深圳
104418,83,2023-08-01,Electronics,72.15,深圳
104832,204,2023-09-04,Clothing,1320.34,广州
103119,139,2023-01-12,Books,135.93,广州
103878,117,2023-11-02,Books,422.21,成都
104513,194,2023-05-11,Food,146.69,武汉
104712,366,2023-05-06,Clothing,1338.82,成都
104386,274,2023-07-16,Clothing,1227.15,成都
100126,319,2023-03-20,Clothing,261.18,上海
104030,358,2023-02-12,Clothing,1996.44,上海
104491,387,2023-08-26,Electronics,1539.92,成都
102524,446,2023-02-28,Electronics,1772.15,西安
100252,312,2023-03-17,Electronics,261.12,成都
103965,151,2023-10-11,Clothing,762.06,武汉
104746,381,2023-02-12,Food,1196.4,西安
103459,213,2023-02-25,Books,466.22,广州
100428,349,2023-03-12,Electronics,1929.39,广州
104110,431,2023-07-21,Books,1908.55,北京
102640,495,2023-03-01,Clothing,1146.08,杭州
103372,109,2023-03-27,Clothing,1245.94,西安
103678,9,2023-11-14,Food,1905.93,广州
103418,82,2023-02-01,Electronics,1499.17,杭州
104920,307,2023-04-02,Electronics,1237.69,西安
101794,434,2023-04-07,Books,1542.56,武汉
100613,460,2023-02-21,Clothing,1507.37,武汉
101432,89,2023-12-30,Food,67.23,上海
100748,429,2023-01-30,Clothing,75.81,北京
102375,19,2023-09-12,Clothing,1304.17,武汉
102945,35,2023-04-04,Food,343.06,杭州
101877,482,2023-07-22,Food,774.23,杭州
103392,52,2023-07-26,Electronics,630.67,武汉
100007,184,2023-06-26,Food,1616.19,西安
102454,195,2023-06-14,Books,361.68,杭州
101918,87,2023-08-17,Electronics,969.52,深圳
102816,340,2023-02-19,Food,1528.91,杭州
102400,95,2023-12-04,Books,1069.66,杭州
104514,40,2023-01-18,Electronics,1250.67,西安
100257,341,2023-05-11,Food,1907.65,西安
104666,178,2023-02-20,Electronics,1986.0,广州
100686,468,2023-10-30,Electronics,1409.87,成都
103945,8,2023-04-05,Clothing,359.7,北京
100043,182,2023-08-05,Books,939.38,北京
102033,114,2023-06-22,Books,963.6,
103009,338,2023-02-11,Food,1107.04,广州
101767,61,2023-03-15,Clothing,1591.85,深圳
102620,249,2023-12-01,,850.69,北京
102966,480,2023-10-20,Books,572.11,武汉
100864,425,2023-04-26,Food,1512.66,深圳
103537,38,2023-05-03,Books,557.29,成都
101049,102,2023-07-04,Electronics,1728.68,深圳
100994,122,2023-05-18,Books,1917.47,成都
102799,48,2023-08-03,Electronics,233.7,西安
101657,455,2023-03-08,Books,437.42,上海
101016,108,2023-03-27,Books,214.99,上海
102419,32,2023-05-13,Food,42.08,成都
101926,133,2023-03-01,Food,184.48,上海
104036,17,2023-08-13,Food,97.21,西安
102219,473,2023-04-09,Food,354.19,杭州
100128,86,2023-11-07,Electronics,1557.81,广州
103438,119,2023-07-30,Electronics,417.87,武汉
100067,381,2023-10-11,Clothing,551.97,深圳
104330,37,2023-06-15,Books,444.55,广州
100452,60,2023-12-15,Clothing,1436.67,西安
104500,464,2023-06-25,Books,419.23,武汉
100231,72,2023-01-24,Electronics,615.69,西安
101014,212,2023-03-27,Clothing,1709.88,广州
104855,103,2023-05-19,Books,189.36,武汉
104274,196,2023-10-26,Electronics,314.45,上海
100011,438,2023-04-30,Electronics,766.45,
100711,83,2023-02-08,Electronics,682.52,西安
101612,254,2023-11-15,Food,902.17,武汉
103014,68,2023-06-27,Food,1109.24,西安
100727,294,2023-05-01,Books,604.72,武汉
104243,364,2023-05-12,Electronics,1585.5,杭州
101053,353,2023-11-02,Clothing,749.08,上海
101798,218,2023-12-18,Books,1528.05,杭州
100784,220,2023-09-02,Books,19.29,深圳
101203,228,2023-09-17,Electronics,1600.06,广州
102230,368,2023-06-18,Clothing,936.1,
100050,463,2023-01-31,Clothing,764.16,武汉
104709,417,2023-01-08,Food,1717.72,北京
102170,8,2023-03-19,Books,1868.3,西安
104590,293,2023-09-28,Clothing,792.15,广州
103156,20,2023-09-07,Electronics,954.99,上海
104162,478,2023-10-02,Electronics,58.93,成都
103406,1,2023-02-28,Books,1185.57,杭州
102000,366,2023-08-06,Food,496.01,北京
103544,267,2023-04-15,Food,787.27,上海
102841,449,2023-12-30,Books,1519.33,深圳
100163,150,2023-01-17,Clothing,583.33,杭州
104357,334,2023-03-24,Clothing,230.68,北京
102117,349,2023-08-21,Food,1839.11,杭州
104144,137,2023-04-03,Books,253.85,杭州
101664,472,2023-03-02,Books,229.57,成都
101035,94,2023-03-11,Food,229.61,西安
104617,49,2023-01-30,Clothing,541.32,北京
103499,265,2023-04-10,Books,1439.18,深圳
101915,338,2023-12-25,Electronics,1471.21,杭州
102300,256,2023-12-17,Clothing,937.97,广州
100677,103,2023-11-26,Clothing,1265.2,北京
104646,261,2023-07-20,Books,1410.15,
101605,494,2023-09-06,Books,49.06,西安
100773,336,2023-02-15,Clothing,717.01,杭州
103506,43,2023-08-25,Electronics,1645.85,杭州
104962,310,2023-11-16,Books,574.57,上海
103070,128,2023-07-12,Books,1404.29,北京
103831,277,2023-03-30,Electronics,1625.62,杭州
101064,278,2023-07-07,Books,11.43,武汉
101514,252,2023-10-01,Food,1402.24,上海
101116,157,2023-08-19,Books,55.27,深圳
100027,489,2023-05-15,Clothing,1020.29,上海
100558,332,2023-02-25,Clothing,1860.55,深圳
100823,247,2023-06-27,Books,305.82,北京
100439,90,2023-11-09,Books,1655.71,成都
101745,96,2023-05-05,Clothing,1596.08,北京
100669,12,2023-02-03,Clothing,1805.97,西安
104813,162,2023-03-12,Food,131.56,广州
101811,67,2023-04-16,Food,870.08,西安
103594,201,2023-03-25,Electronics,1431.49,西安
104447,153,2023-08-13,Food,233.15,西安
101530,2,2023-07-25,Clothing,1260.31,成都
102988,170,2023-02-16,Food,,成都
104705,145,2023-04-19,Electronics,1243.81,深圳
101963,386,2023-04-17,Electronics,369.52,广州
101292,196,2023-07-18,Food,1991.96,杭州
101088,306,2023-01-09,Clothing,1986.89,杭州
101833,226,2023-07-03,Clothing,441.18,北京
103787,391,2023-02-16,Books,332.13,北京
100920,377,2023-09-05,Food,90.44,西安
101979,215,2023-03-20,Food,1984.97,武汉
103423,430,2023-09-02,Books,546.58,西安
104806,301,2023-03-09,Clothing,797.09,上海
104053,367,2023-04-22,Clothing,1144.85,杭州
104148,232,2023-10-18,Books,447.82,西安
104204,189,2023-02-14,Books,1954.93,杭州
104368,433,2023-10-12,Clothing,1765.21,武汉
104472,299,2023-07-09,Books,,成都
104176,1,2023-05-28,Food,1707.2,深圳
100703,86,2023-11-22,Electronics,1645.11,成都
103392,52,2023-07-26,Electronics,630.67,武汉
102006,151,2023-05-16,Clothing,14.45,武汉
104921,98,2023-01-02,Food,524.34,广州
100556,225,2023-12-23,Books,644.63,杭州
102469,382,2023-04-24,Electronics,660.96,成都
100885,20,2023-02-14,Electronics,117.99,杭州
102434,467,2023-05-05,Food,493.72,成都
101554,364,2023-09-29,Books,292.17,上海
103907,176,2023-04-27,Books,697.98,武汉
104541,231,2023-08-25,Clothing,24.57,杭州
100604,361,2023-02-18,Electronics,434.71,上海
100538,494,2023-07-23,Food,589.98,西安
103098,172,2023-04-11,Food,1796.88,武汉
102872,54,2023-05-31,Electronics,654.43,深圳
100973,287,2023-02-07,Food,686.53,上海
102384,448,2023-05-08,Electronics,162.46,广州
102299,291,2023-06-27,Food,229.28,北京
102256,338,2023-11-28,Clothing,1392.98,上海
100680,14,2023-06-13,Clothing,68.31,杭州
104880,165,2023-10-30,Electronics,1672.11,北京
100112,362,2023-04-20,Electronics,835.59,成都
104354,314,2023-05-10,Clothing,1593.72,上海
100714,106,2023-04-08,Books,1397.42,杭州
101777,107,2023-04-23,Clothing,909.64,深圳
104772,277,2023-04-24,Electronics,1485.45,成都
103045,139,2023-06-22,Clothing,53.14,武汉
101628,260,2023-02-23,Clothing,1263.55,深圳
100388,264,2023-10-15,Electronics,645.04,西安
102485,178,2023-12-23,Books,1412.59,西安
103106,425,2023-04-03,Food,420.64,武汉
101114,58,2023-01-28,Clothing,1898.39,广州
103574,73,2023-12-22,Books,689.27,广州
103008,173,2023-01-21,Food,1502.5,西安
100723,429,2023-05-18,Electronics,310.75,上海
100169,483,2023-05-20,Books,881.14,北京
104342,446,2023-08-11,Books,1076.21,武汉
103876,357,2023-07-15,Electronics,709.01,上海
101043,93,2023-04-09,Food,1636.33,北京
103126,448,2023-10-16,Books,1122.3,西安
101709,345,2023-03-30,Books,1116.02,西安
102356,116,2023-04-14,Clothing,873.79,深圳
103764,496,2023-06-29,Books,1680.9,上海
102126,34,2023-04-19,Electronics,1515.48,杭州
100295,20,2023-01-30,Food,1665.08,上海
100629,233,2023-11-10,Electronics,625.49,广州
102828,458,2023-09-01,Books,650.62,杭州
103490,165,2023-07-09,Electronics,738.76,广州
103757,107,2023-10-02,Electronics,1324.07,西安
101572,336,2023-11-15,Books,656.58,广州
102115,31,2023-11-25,Electronics,1212.31,广州
101981,273,2023-02-26,Books,141.26,上海
100587,149,2023-10-21,Food,1905.27,上海
101893,87,2023-09-09,Electronics,202.77,武汉
103485,21,2023-09-17,Books,939.95,北京
100490,289,2023-04-24,Clothing,42.28,武汉
103891,402,2023-03-08,Clothing,1543.15,成都
104295,339,2023-10-07,Books,1462.0,上海
100510,139,2023-01-24,Electronics,1372.01,杭州
101329,74,2023-11-24,Food,1050.94,武汉
100814,493,2023-08-22,Food,1673.06,西安
104771,401,2023-08-16,Books,1957.99,北京
102825,192,2023-03-23,Electronics,1363.99,深圳
102232,270,2023-04-22,Electronics,1126.31,上海
104287,385,2023-06-11,Clothing,1798.3,北京
100720,242,2023-09-08,Food,191.36,武汉
104835,87,2023-10-12,Clothing,353.5,成都
100395,25,2023-01-26,Food,994.84,西安
101135,221,2023-03-16,Clothing,641.82,上海
101920,55,2023-08-11,Electronics,328.87,成都
103695,410,2023-06-16,Food,147.79,北京
102703,176,2023-04-26,Food,420.79,广州
103215,219,2023-11-18,Books,1194.59,西安
100493,132,2023-09-08,Books,927.05,成都
102362,219,2023-11-17,Books,1749.21,上海
103369,33,2023-03-25,Clothing,690.78,深圳
100806,400,2023-09-19,Electronics,1449.89,上海
100345,147,2023-07-02,Electronics,1732.94,成都
103371,406,2023-08-10,Electronics,1616.48,武汉
100039,118,2023-02-04,Electronics,1720.67,上海
102813,232,2023-04-20,Books,1246.41,西安
104275,332,2023-12-06,Books,881.93,杭州
102281,461,2023-08-22,Clothing,1924.86,
102435,119,2023-08-22,Food,1498.89,上海
100679,177,2023-10-17,Food,782.88,广州
103058,358,2023-04-10,Clothing,1931.29,深圳
101106,287,2023-04-12,Books,796.68,深圳
104453,219,2023-01-20,Books,1016.99,广州
103883,472,2023-07-12,Books,1367.99,杭州
102731,166,2023-03-22,Clothing,1535.13,广州
101300,464,2023-07-20,Electronics,1035.61,西安
101499,164,2023-02-02,Clothing,1693.47,杭州
101090,12,2023-12-20,Food,1839.03,广州
103409,119,2023-05-08,Electronics,1465.19,武汉
102968,326,2023-08-21,Books,1839.66,广州
100964,485,2023-03-31,Books,883.55,深圳
103824,49,2023-10-07,Electronics,478.07,西安
104649,437,2023-10-07,Books,1026.17,杭州
101983,141,2023-01-06,Electronics,760.54,深圳
102379,357,2023-03-06,Books,1405.66,广州
104012,225,2023-05-12,Clothing,681.42,广州
102817,33,2023-07-07,Books,1288.16,广州
104334,341,2023-04-03,Electronics,868.61,上海
104147,398,2023-06-12,Food,434.85,北京
101320,59,2023-09-12,Clothing,135.59,深圳
101720,382,2023-02-03,Clothing,526.65,
100879,460,2023-11-30,Clothing,647.42,上海
101636,404,2023-04-27,Clothing,1605.52,武汉
102245,423,2023-01-06,Clothing,219.22,成都
100946,268,2023-08-04,Food,1750.9,武汉
104570,95,2023-07-04,Clothing,194.76,武汉
104924,239,2023-10-03,Electronics,834.43,北京
102390,400,2023-10-10,Food,1739.25,深圳
100134,260,2023-11-28,Food,,武汉
102794,207,2023-11-17,Food,1818.87,杭州
102356,116,2023-04-14,Clothing,873.79,深圳
103010,447,2023-11-16,Electronics,1471.94,北京
104660,393,2023-03-05,Electronics,1344.46,西安
104042,2,2023-05-23,Food,260.85,北京
100667,67,2023-04-12,Books,750.76,上海
103586,258,2023-04-14,Electronics,171.62,深圳
104216,68,2023-08-13,Books,1353.15,北京
104550,432,2023-06-02,Clothing,379.19,
103562,75,2023-10-02,Food,1162.77,深圳
103333,99,2023-06-26,Electronics,107.34,杭州
101952,304,2023-08-11,Clothing,1257.68,武汉
102742,286,2023-10-14,Clothing,1596.97,西安
104412,25,2023-01-01,Clothing,101.39,成都
103845,360,2023-11-24,Food,1671.82,武汉
104251,54,2023-01-05,Books,266.89,广州
102702,90,2023-09-05,Books,38.32,上海
104556,399,2023-01-18,Electronics,1193.17,深圳
102058,88,2023-04-25,Electronics,1071.8,杭州
104092,296,2023-11-05,Clothing,1405.19,广州
102437,186,2023-02-10,Food,1125.31,上海
104305,25,2023-03-03,Books,1932.36,北京
102328,267,2023-02-19,Clothing,416.54,西安
103110,453,2023-01-01,Electronics,1242.36,北京
102318,46,2023-03-13,Food,1575.4,
103194,222,2023-11-04,Electronics,840.46,上海
103210,248,2023-05-19,Books,1079.44,广州
101187,354,2023-05-25,Food,1582.49,杭州
101653,180,2023-06-03,Food,1337.18,广州
100895,284,2023-10-12,Clothing,255.24,北京
101017,480,2023-08-31,Electronics,62.47,武汉
103172,326,2023-10-06,Electronics,843.06,北京
102830,107,2023-11-10,Electronics,127.85,武汉
102668,197,2023-10-25,Books,1948.75,武汉
101924,330,2023-06-25,Books,1821.23,武汉
100471,122,2023-06-04,Clothing,1971.53,深圳
103508,388,2023-05-29,Electronics,381.31,深圳
101940,439,2023-09-07,Books,605.21,广州
103866,280,2023-10-05,Electronics,1733.93,西安
102107,125,2023-04-18,Clothing,121.17,广州
100869,21,2023-03-20,Food,1197.79,杭州
102560,384,2023-11-28,Electronics,86.01,北京
104437,122,2023-11-24,Clothing,1270.28,西安
101362,441,2023-11-18,Electronics,775.91,成都
104808,370,2023-07-25,Clothing,1888.87,杭州
102367,437,2023-09-23,Food,804.45,北京
104969,194,2023-11-09,Clothing,1180.1,深圳
102772,489,2023-02-05,Food,1742.41,深圳
102383,212,2023-10-02,Electronics,1981.97,北京
103351,114,2023-08-19,Clothing,799.99,武汉
104901,169,2023-04-22,Food,1355.74,北京
104914,378,2023-01-04,Books,1646.49,杭州
103846,197,2023-10-07,Clothing,1443.51,武汉
104818,249,2023-10-30,Books,1279.05,杭州
101537,102,2023-05-15,Clothing,109.07,武汉
104416,423,2023-08-13,Food,869.67,北京
100600,104,2023-12-19,Clothing,1765.47,杭州
100508,256,2023-08-11,Food,1136.05,上海
102322,171,2023-11-01,Electronics,1645.66,西安
100580,278,2023-01-22,Books,1097.24,武汉
104628,322,2023-04-01,Food,698.44,北京
100237,51,2023-12-18,Food,1093.49,成都
103871,358,2023-10-25,Books,1395.99,西安
104460,183,2023-08-06,Books,384.1,杭州
100282,364,2023-11-24,Books,586.14,武汉
100069,259,2023-09-08,Food,1811.62,北京
104497,424,2023-10-01,Electronics,1712.61,上海
101693,248,2023-01-15,Books,1270.75,北京
101773,86,2023-09-18,Books,1505.1,成都
100413,212,2023-12-20,Clothing,826.65,西安
104954,22,2023-06-30,Food,452.39,武汉
101539,88,2023-10-18,Electronics,38.09,武汉
102839,449,2023-05-20,Electronics,769.19,杭州
103913,131,2023-06-06,Food,577.56,西安
101838,103,2023-02-16,Electronics,849.15,北京
101939,435,2023-04-26,Electronics,1847.08,
101288,193,2023-12-03,Clothing,1793.04,广州
100577,150,2023-01-17,Food,457.44,杭州
104648,142,2023-02-09,Books,1768.91,武汉
101945,436,2023-12-30,Food,920.49,广州
104033,6,2023-03-22,Books,1521.5,北京
104593,259,2023-03-22,Electronics,455.76,武汉
104729,111,2023-02-20,Books,642.92,深圳
104768,299,2023-04-12,Clothing,377.65,西安
101822,391,2023-10-11,Electronics,1990.68,上海
101455,225,2023-09-25,Electronics,247.24,武汉
103292,1,2023-02-03,Clothing,1719.09,杭州
102664,116,2023-07-26,Books,1516.09,杭州
100921,119,2023-02-02,Food,745.18,北京
103088,117,2023-05-03,Electronics,1293.07,北京
100319,447,2023-05-09,Electronics,1285.95,成都
100839,72,2023-07-29,Electronics,516.04,深圳
101674,199,2023-04-30,Books,684.61,北京
104464,70,2023-10-28,,1778.43,武汉
103203,99,2023-06-21,Books,564.26,武汉
103677,122,2023-08-07,Books,1704.6,北京
101379,243,2023-06-27,Books,893.28,北京
101223,241,2023-04-29,Clothing,296.01,杭州
104859,71,2023-04-13,Electronics,784.29,杭州
104356,79,2023-07-28,Food,1154.98,上海
104736,214,2023-08-08,Food,280.85,西安
101445,474,2023-04-20,Books,739.26,广州
104750,224,2023-02-09,Electronics,490.07,杭州
104959,266,2023-07-09,Food,1878.75,武汉
104625,5,2023-05-31,Electronics,327.35,上海
101389,95,2023-04-16,Electronics,1334.45,成都
103361,50,2023-05-28,Food,1995.79,上海
102662,462,2023-11-03,Food,645.61,成都
104286,225,2023-08-07,Clothing,1554.05,成都
104351,58,2023-11-09,Clothing,1432.57,武汉
103220,6,2023-02-27,Food,1953.9,杭州
104568,233,2023-05-12,Food,497.31,北京
102436,355,2023-05-04,Books,1468.27,武汉
100080,137,2023-03-23,Electronics,771.26,北京
103407,354,2023-03-07,Clothing,1630.75,上海
103968,401,2023-11-11,Electronics,734.53,成都
102103,360,2023-02-14,Clothing,729.8,深圳
103434,50,2023-07-14,Books,1252.99,深圳
104978,149,2023-06-02,Electronics,1308.22,西安
104028,87,2023-11-21,Electronics,818.18,成都
101462,255,2023-04-29,Clothing,69.15,北京
101817,201,2023-11-10,Clothing,835.95,广州
100923,452,2023-01-24,Electronics,1961.37,成都
101610,271,2023-01-10,Books,1157.04,上海
103298,116,2023-01-12,Books,971.96,成都
102292,439,2023-04-23,Clothing,720.82,北京
102602,155,2023-06-07,Electronics,377.34,深圳
100374,222,2023-09-15,Electronics,1664.47,广州
100706,198,2023-08-13,Books,1938.51,武汉
104241,337,2023-08-11,Clothing,604.09,成都
